Adverse.events,Death.1,Death.2,Death.3,Death.4,GP.1,GP.2,GP.3,GP.4,Hospital.1,Hospital.2,Hospital.3,Hospital.4,Infected.1,Infected.2,Infected.3,Infected.4,Mild.Compl.1,Mild.Compl.2,Mild.Compl.3,Mild.Compl.4,Pneumonia.1,Pneumonia.2,Pneumonia.3,Pneumonia.4,Repeat.GP.1,Repeat.GP.2,Repeat.GP.3,Repeat.GP.4,Trt.1,Trt.2,Trt.3,Trt.4,Trt.5,Trt.6,Trt.7,Trt.8,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,delta,deviance,eta,gamma.1,gamma.2,lambda,n.1,n.2,n.3,n.4,omega.1,omega.2,omega.3,omega.4,omega.5,omega.6,omega.7,phi,pi.1,pi.2,pi.3,pi.4,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,rho.1,rho.2,xi
2058,1,1,0,0,2045,1129,0,248,0,1,0,0,6691,3828,0,847,882,486,0,111,32,15,0,7,850,471,0,104,861,704,475,380,0,0,103,91,0.067317862,0.297641673,0.413828519,0.012824913,0.00031841,0.000742789,0.048068637,5,1.728105007,0.909825795,0.421337722,0.810995746,3.041963716,1.00E+05,0,57458,42542,2.939123664,0,0,5.746140562,4.81496903,12.15241756,0.834202339,0.425855908,0.067317862,0.067317862,0.020632947,0.020632947,19.35690619,1999.284446,6.536248793,10.08351793,58.24682237,3.541833111,1.003329378,1.288412579,0,0.693499667,0.94863065
1385,4,0,0,0,3750,2371,0,448,2,0,0,0,10725,6632,0,1308,1475,1020,0,175,57,37,0,7,1418,983,0,168,1591,1206,1001,821,0,0,188,140,0.107077824,0.355337466,0.396368227,0.016041438,0.000315674,0.000957924,0.035531663,5,1.027931606,0.893442743,0.420470863,0.813566882,2.88536501,1.00E+05,0,60698,39302,4.459765556,0,0,4.608602323,4.258854184,10.87582388,0.258030222,0.394529733,0.107077824,0.107077824,0.033507954,0.033507954,14.66059971,2221.593333,8.454571907,9.315379672,55.8607278,4.462325299,1.686509043,0.738349657,0,0.687069157,0.949489609
3842,2,0,0,0,1823,1006,0,233,1,0,0,0,5805,3152,0,743,715,392,0,77,18,13,0,2,697,379,0,75,759,570,394,322,0,0,97,66,0.058667423,0.316210852,0.380803371,0.011918042,0.000406787,0.000646519,0.083400971,2,-1.902228902,0.889681492,0.421513368,0.815811466,2.933345569,1.00E+05,0,54680,45320,4.294944264,0,0,6.050202536,5.031117174,11.5240567,0.576888639,0.452583594,0.058667423,0.058667423,0.016215993,0.016215993,21.77272306,3343.780465,6.656950302,9.787063584,51.0012125,3.439684715,1.232819428,0.853801522,0,0.723594585,0.94476683
6763,1,0,0,1,1623,790,0,258,0,0,0,0,7039,3529,0,1097,637,324,0,105,27,11,0,1,610,313,0,104,676,524,330,251,0,0,96,86,0.070184497,0.231278764,0.396957583,0.012966701,0.000285696,0.000618232,0.13940215,10,-0.065555253,0.905436669,0.416829125,0.816379369,2.610904051,1.00E+05,0,50892,49108,4.856141402,0,0,7.200684012,12.54510196,16.10019702,0.631930215,0.489667702,0.070184497,0.070184497,0.022253727,0.022253727,31.48016965,2070.071538,9.691374077,14.16115446,36.60094783,3.744700479,1.57489443,1.349387232,0,0.682925313,0.945495515
1265,5,2,0,1,2949,2126,0,292,1,0,0,0,9199,6559,0,886,1225,868,0,123,34,20,0,2,1191,848,0,121,1259,1014,866,721,0,0,108,105,0.091777607,0.320421208,0.400824231,0.013931852,0.000454623,0.001170118,0.044927439,9,1.769837761,0.907787974,0.419825089,0.817796438,3.530154663,1.00E+05,0,71405,28595,5.31711998,0,0,4.085762869,6.776384309,10.31517635,0.694274469,0.285428734,0.091777607,0.091777607,0.029456136,0.029456136,16.95446601,3044.708133,7.021387697,14.20439464,34.18982392,3.03788026,2.293774534,0.903278108,0,0.679048762,0.948362444
4053,2,0,0,0,1477,860,0,176,0,0,0,0,6329,3750,0,716,571,368,0,61,22,14,0,2,549,354,0,59,615,473,375,311,0,0,68,49,0.063347276,0.229567397,0.396739071,0.012466293,0.000176176,0.00054594,0.100833068,6,0.951112063,0.892427322,0.420039873,0.816875327,1.324917368,1.00E+05,0,59946,40054,3.971483559,0,0,5.585079421,5.959402786,13.10954234,0.355445265,0.398808403,0.063347276,0.063347276,0.018300579,0.018300579,13.48925427,2324.343597,4.833260759,7.443828885,52.63274426,2.969150579,1.173625317,0.752317252,0,0.711107088,0.951750297
3814,0,0,0,0,2142,1196,0,392,0,0,0,0,7127,3893,0,1207,858,495,0,161,20,23,0,7,838,472,0,154,889,681,552,405,0,0,172,139,0.07050001,0.313365727,0.404892519,0.01002328,0.000486383,0.000473906,0.087030584,12,0.698602358,0.900314212,0.419327384,0.80669584,4.958019859,1.00E+05,0,56195,43805,5.23607673,0,0,7.464661062,5.869240889,20.62051675,0.520462584,0.441789019,0.07050001,0.07050001,0.027179873,0.027179873,30.38399373,3913.331979,6.368114737,6.79610729,46.40152121,3.631962069,1.030900566,0.797308724,0,0.614469937,0.949191352
3455,0,2,0,0,3452,1970,0,390,2,0,0,0,11755,6864,0,1333,1379,813,0,156,33,18,0,5,1346,795,0,151,1464,1125,848,651,0,0,172,126,0.118873583,0.290249873,0.392233562,0.011435552,0.000404742,0.000623287,0.079375751,4,0.70269457,0.903236957,0.420132115,0.812956809,4.211932067,1.00E+05,0,56688,43312,3.033111841,0,0,6.134955706,6.808623298,9.497035945,0.583455145,0.433101909,0.118873583,0.118873583,0.030497009,0.030497009,21.46750427,2802.69714,9.199031047,11.19436659,75.82997306,5.218293392,1.588838606,0.682959586,0,0.743450076,0.950925251
5524,3,3,0,0,2320,1429,0,284,0,0,0,0,10456,6592,0,1422,930,586,0,106,39,23,0,4,891,563,0,102,979,753,581,495,0,0,114,87,0.105918079,0.218194122,0.388915924,0.015795036,0.000431373,0.000625256,0.147585615,9,1.893052208,0.903560361,0.419807939,0.807719003,3.77647573,1.00E+05,0,61927,38073,2.961475753,0,0,7.912487108,6.644344772,23.67534332,0.425481809,0.37972767,0.105918079,0.105918079,0.037383709,0.037383709,25.0565125,2725.871778,9.371367031,8.683635421,61.87797557,4.023102987,1.276321006,0.714565266,0,0.647050724,0.947212255
6124,8,0,0,0,3452,1688,0,601,0,0,0,0,9189,4440,0,1625,1444,677,0,235,57,34,0,7,1387,643,0,228,1457,1180,761,554,0,0,271,189,0.092113159,0.381266274,0.39159002,0.016634992,0.000314723,0.000908898,0.119846447,4,-1.546648951,0.901123239,0.422481334,0.816761458,3.11915283,1.00E+05,0,48001,51999,4.829237299,0,0,8.180081405,3.943826774,13.87841314,0.515571598,0.520158163,0.092113159,0.092113159,0.030848074,0.030848074,12.49498427,2055.967391,5.698907086,10.16315526,45.77027416,2.451988183,2.014448425,1.515460562,0,0.665106761,0.951731744
4287,1,1,0,0,2973,1319,0,489,1,0,0,0,6957,3080,0,1142,1222,536,0,190,49,27,0,3,1173,509,0,187,1260,1014,564,436,0,0,197,153,0.068723704,0.42971348,0.400984337,0.014708725,0.000563934,0.000737527,0.077325253,10,1.621406259,0.899689654,0.418943691,0.809111301,3.262356011,1.00E+05,0,43855,56145,2.610262234,0,0,3.706155578,6.029114878,10.25929343,0.457250695,0.563366788,0.068723704,0.068723704,0.020296739,0.020296739,22.2174812,2543.70688,5.335156683,8.4990346,51.19110246,2.933719793,1.27822545,0.944182611,0,0.704661749,0.946156332
3105,2,1,0,0,988,666,0,103,1,0,0,0,5225,3390,0,620,386,270,0,38,15,8,0,0,371,262,0,38,411,316,279,225,0,0,41,29,0.054059188,0.189873644,0.392791917,0.012452035,0.000286466,0.00135898,0.081680194,4,1.103339559,0.901956278,0.419917609,0.814097246,2.105027886,1.00E+05,0,62293,37707,3.150769245,0,0,7.069151458,6.323512793,10.4421929,0.897527797,0.37732409,0.054059188,0.054059188,0.016486043,0.016486043,22.10643722,2575.244404,8.56683931,9.802559585,48.84116053,3.401615959,1.955816638,0.56059704,0,0.695037161,0.952715021
2865,0,1,0,0,1600,649,0,362,0,0,0,1,6777,2695,0,1508,689,257,0,143,23,10,0,7,666,247,0,136,660,571,280,204,0,0,172,121,0.068064843,0.239595255,0.391244556,0.016350447,0.000263767,0.000761132,0.048921395,4,-0.930600303,0.906455876,0.418203902,0.808871877,3.89110416,1.00E+05,0,40420,59580,3.592888498,0,0,6.54680145,6.553565191,16.59190879,0.657599514,0.59300304,0.068064843,0.068064843,0.025824878,0.025824878,16.0462564,3131.83135,9.305239299,13.53697355,85.14640261,4.638539358,1.17912671,1.091699642,0,0.620584184,0.940808743
3246,0,1,0,0,1841,1302,0,182,0,0,0,0,6151,4352,0,580,766,533,0,72,11,7,0,1,755,526,0,71,737,617,552,432,0,0,76,61,0.060828569,0.300082081,0.4043309,0.009744005,0.000351833,0.000424474,0.107980685,8,1.704011429,0.892290677,0.418379853,0.811525279,1.24243884,1.00E+05,0,70572,29428,4.632084417,0,0,7.618262242,5.205374322,16.43802422,0.539324615,0.295641009,0.060828569,0.060828569,0.018480423,0.018480423,14.4888612,2657.319112,8.886485264,11.79413858,51.8805696,4.336020599,1.359295569,0.884738687,0,0.696188439,0.952897582
1281,2,1,0,0,1504,979,0,143,0,0,0,0,5499,3701,0,516,603,423,0,52,21,7,0,1,582,416,0,51,642,493,418,352,0,0,59,45,0.055006701,0.273600096,0.403828887,0.011489529,0.000351538,0.001133872,0.03829948,8,-0.89246661,0.900260166,0.421630811,0.811324918,2.97468593,1.00E+05,0,66862,33138,7.947385786,0,0,6.269573921,6.793353491,15.39708566,0.639789391,0.330189248,0.055006701,0.055006701,0.015473585,0.015473585,25.05169056,1821.211566,7.193594748,14.60597697,51.46439813,3.486482129,2.095896103,0.743381133,0,0.718696365,0.952271317
2381,3,1,0,2,1632,923,0,315,2,0,0,1,6341,3396,0,1110,675,403,0,144,17,10,0,4,658,393,0,140,677,555,403,331,0,0,139,124,0.063560778,0.269311786,0.401566219,0.012225546,0.000501543,0.001619246,0.048064773,9,-1.68270483,0.89793048,0.416925121,0.817326088,2.93500293,1.00E+05,0,52446,47554,3.851787471,0,0,8.311687859,5.782572909,20.86558913,0.66777101,0.476623002,0.063560778,0.063560778,0.023196915,0.023196915,15.08231473,2349.179689,7.532284588,11.01828634,39.71673252,3.173706848,1.617548337,1.119180519,0,0.63504357,0.941081542
1116,0,2,0,1,2858,1972,0,303,0,2,0,0,5383,3803,0,599,1209,796,0,136,46,31,0,6,1163,765,0,130,1255,972,793,647,0,0,122,100,0.05263987,0.523792775,0.39953209,0.01442195,0.000158786,0.000589308,0.042292049,7,-1.050201773,0.892720748,0.418923555,0.812855547,2.787452411,1.00E+05,0,73044,26956,5.063039421,0,0,4.52981905,4.279026849,18.75807509,0.616245382,0.269361005,0.05263987,0.05263987,0.020736093,0.020736093,15.31880068,3268.996051,7.188111822,15.43519656,55.13723226,3.323633663,1.895169702,1.095462395,0,0.606076292,0.947099966
2852,3,0,0,0,1953,1385,0,145,0,0,0,0,7799,5860,0,551,807,578,0,60,16,12,0,0,791,566,0,60,841,659,568,465,0,0,63,51,0.078838418,0.246200584,0.398715931,0.010514829,0.00034977,0.000516761,0.11547137,5,1.53267078,0.905832889,0.421756991,0.815923491,3.55180277,1.00E+05,0,75493,24507,2.457791189,0,0,4.367619532,6.785741938,15.52106294,0.48208429,0.244888446,0.078838418,0.078838418,0.021469424,0.021469424,24.364419,2641.024632,7.711718839,13.19331501,58.90751391,4.221271397,2.025022867,0.937652833,0,0.727678143,0.946341216
4382,1,0,0,0,1260,770,0,189,2,0,0,0,4900,2898,0,652,502,326,0,73,20,14,0,5,482,312,0,68,532,402,337,268,0,0,59,59,0.048498885,0.267756209,0.400951986,0.015615065,0.000747146,0.000656282,0.109809583,7,0.060707159,0.88923899,0.419304348,0.813215099,3.981681555,1.00E+05,0,59860,40140,5.787238591,0,0,3.670798276,4.3206252,13.2941055,0.595568193,0.400142561,0.048498885,0.048498885,0.016072197,0.016072197,28.23976541,1655.377645,5.275660153,5.943991412,44.657629,4.058715901,2.113054276,0.652373844,0,0.668606875,0.944473427
2891,2,1,0,0,1385,782,0,182,1,0,0,0,7671,4156,0,1003,562,316,0,76,21,16,0,0,541,300,0,76,571,472,319,260,0,0,77,61,0.076739197,0.189423492,0.393099471,0.01432971,0.000448826,0.000613011,0.062352363,7,-0.416896584,0.894632595,0.419790117,0.810341486,2.798538873,1.00E+05,0,54080,45920,4.301153159,0,0,6.102292017,6.863309695,9.657624906,0.547229935,0.457962481,0.076739197,0.076739197,0.021555505,0.021555505,27.03398201,2298.373159,5.738689339,9.569449852,33.03198424,3.242193808,1.789801639,0.742079511,0,0.719106984,0.941916738
2255,0,1,0,1,1697,880,0,333,1,0,0,0,6567,3512,0,1218,680,364,0,125,25,14,0,7,655,350,0,118,703,543,364,296,0,0,153,105,0.066095372,0.256600234,0.388983579,0.01649614,0.000430459,0.000835923,0.049457023,6,1.251799254,0.891706747,0.424345282,0.817670685,1.934509131,1.00E+05,0,53980,46020,2.915429445,0,0,5.050739498,8.798289501,12.4457969,0.570353418,0.460694899,0.066095372,0.066095372,0.027209074,0.027209074,20.65121823,2290.549073,6.316234533,8.244941832,44.74167499,2.372228332,1.698422158,1.100126236,0,0.588336171,0.947758451
4878,1,1,0,0,2223,1215,0,423,0,0,0,0,6366,3384,0,1188,919,510,0,197,32,12,0,7,887,498,0,190,937,758,533,409,0,0,198,165,0.064210241,0.354359225,0.403183931,0.010174495,0.000226376,0.000724976,0.099452569,7,1.062193196,0.899014756,0.418489103,0.813477986,1.23666716,1.00E+05,0,52023,47977,3.313714886,0,0,6.34108597,7.321564784,18.71362574,0.400670477,0.478366503,0.064210241,0.064210241,0.024512272,0.024512272,13.49593433,2691.201768,6.197373257,15.58709619,61.83167012,3.446435047,2.203690529,0.884798918,0,0.618249812,0.945476988
8517,5,1,0,1,2861,1462,0,516,2,1,0,1,7151,3587,0,1315,1198,644,0,202,34,21,0,2,1164,623,0,200,1186,983,600,514,0,0,220,151,0.071214426,0.405491163,0.399727825,0.013482657,0.00028979,0.001033692,0.172176474,8,0.092637737,0.910132979,0.418342304,0.819673746,4.69890353,1.00E+05,0,49558,50442,4.907723608,0,0,6.894963887,5.532113298,15.13773985,0.881962983,0.504031226,0.071214426,0.071214426,0.025495726,0.025495726,13.56229403,3167.016153,6.451908748,11.44062779,56.0953909,3.449892997,1.493358499,0.77438708,0,0.641986493,0.948472126
2526,3,3,0,0,2351,1481,0,361,0,1,0,0,7257,4677,0,1019,973,614,0,175,43,19,0,7,930,595,0,168,1010,777,630,476,0,0,148,143,0.072620132,0.318926072,0.415755817,0.01565535,0.00044428,0.000606616,0.070267237,6,0.62777202,0.904325938,0.418573451,0.805492688,3.93807037,1.00E+05,0,64556,35444,2.717471361,0,0,6.149482688,4.868749015,12.43659878,0.505020776,0.356201085,0.072620132,0.072620132,0.027243294,0.027243294,17.44129512,2531.499702,8.534344231,9.373766436,43.77559994,4.164642499,1.082203142,0.494097525,0,0.624852046,0.954479653
4749,2,2,0,0,3927,2217,0,513,2,2,0,0,9167,5202,0,1189,1664,925,0,224,25,10,0,2,1639,915,0,222,1715,1352,936,743,0,0,227,189,0.092881559,0.42457396,0.41045514,0.00759554,0.000329931,0.000570681,0.103563895,3,0.384107354,0.896710443,0.421302293,0.809959132,2.443614601,1.00E+05,0,54740,45260,3.196808316,0,0,4.260056536,5.431399407,11.71620586,0.492673053,0.452138061,0.092881559,0.092881559,0.027667379,0.027667379,15.48224848,2333.117908,6.50559866,7.548561479,74.31160734,5.699261922,2.143121337,1.02382211,0,0.702121938,0.958050674
2332,4,3,0,1,2206,1384,0,242,0,0,0,0,6098,3854,0,675,912,571,0,105,34,22,0,6,878,549,0,99,904,751,581,462,0,0,105,86,0.060773854,0.359958903,0.401470671,0.014661879,0.000273452,0.000818335,0.059786304,4,-0.685148778,0.89961543,0.420129447,0.815812922,3.796738574,1.00E+05,0,61579,38421,4.014163726,0,0,5.830561114,5.628856548,14.97931733,0.483090213,0.383536386,0.060773854,0.060773854,0.018772117,0.018772117,17.09123472,2587.514057,6.655335142,8.496465225,42.74298552,4.388628888,1.737201511,1.344160897,0,0.691115244,0.947985325
960,0,1,0,0,1008,648,0,97,0,0,0,0,7083,4668,0,702,440,266,0,42,13,10,0,2,427,256,0,40,416,346,257,218,0,0,40,36,0.070224251,0.143039855,0.402403247,0.01680239,0.000582607,0.000588369,0.028637272,5,-0.190161663,0.906296413,0.419132864,0.814292324,2.179647163,1.00E+05,0,66755,33245,5.308828524,0,0,6.958780322,6.199244673,15.54693809,0.53691602,0.333708276,0.070224251,0.070224251,0.021736245,0.021736245,21.53973172,3150.184629,10.06398656,6.251203563,36.17636238,4.553759996,1.552463929,0.544248041,0,0.690473803,0.94416756
2344,1,0,0,0,1417,959,0,159,0,0,0,0,4897,3296,0,532,557,402,0,75,8,8,0,1,549,394,0,74,607,453,423,330,0,0,82,67,0.048401666,0.296843359,0.397157087,0.010005409,0.000329575,0.001015889,0.071029402,8,-0.750891693,0.892235685,0.419452807,0.818209675,3.242133049,1.00E+05,0,67296,32704,6.21166146,0,0,4.741346711,5.930383496,17.35095481,0.595667442,0.328873046,0.048401666,0.048401666,0.016066882,0.016066882,21.93335783,2636.360784,8.153823869,13.0901555,49.88137478,3.98348794,1.809295385,1.453310761,0,0.668051066,0.952576979
3076,3,3,0,0,3413,2221,0,393,1,1,0,1,7932,5266,0,887,1452,946,0,174,52,36,0,8,1400,910,0,166,1469,1191,929,775,0,0,173,140,0.079511503,0.425032959,0.401906032,0.015584754,0.000308476,0.00079672,0.086736632,10,0.864439363,0.903467074,0.419442374,0.817056844,5.215188123,1.00E+05,0,65102,34898,6.831435812,0,0,8.019674007,6.869090799,12.22755963,0.492078595,0.346191323,0.079511503,0.079511503,0.024880745,0.024880745,10.43033882,3232.620063,6.355941716,8.160965603,45.02718245,4.456460719,1.651135737,1.572835308,0,0.687079932,0.956549272
3272,1,0,0,0,1350,847,0,117,0,1,0,0,7583,4813,0,641,538,353,0,47,12,11,0,1,526,342,0,46,536,432,359,289,0,0,57,38,0.074056884,0.177367972,0.401418303,0.010225213,0.000293,0.000341331,0.096439405,11,-1.567016483,0.899899156,0.424085941,0.811745119,3.170492365,1.00E+05,0,65288,34712,3.804940459,0,0,6.825844741,6.632116423,14.39779296,0.440533065,0.349424608,0.074056884,0.074056884,0.018573796,0.018573796,16.95648214,2775.758258,8.697813332,13.21505769,36.47804044,3.528989464,1.846384135,0.694867939,0,0.749195557,0.955424993
5707,1,1,0,0,1373,609,0,288,1,0,0,0,6238,2710,0,1314,586,258,0,124,18,9,0,5,568,249,0,119,600,473,291,214,0,0,106,99,0.062161656,0.21731375,0.4077952,0.012840356,0.000415302,0.00048272,0.09887141,4,-0.024262279,0.906711096,0.418561679,0.818394369,2.122681882,1.00E+05,0,42348,57652,4.958660844,0,0,4.63749353,4.841590708,20.69299465,0.638858754,0.573356448,0.062161656,0.062161656,0.023719509,0.023719509,22.8155897,1364.442527,8.902616152,10.09325931,46.01512234,4.622066067,1.936410782,0.902895836,0,0.618422183,0.952353462
5853,1,3,0,0,3364,1851,0,542,3,0,0,1,7933,4351,0,1231,1418,800,0,214,47,24,0,6,1371,776,0,208,1428,1145,764,677,0,0,204,168,0.079911515,0.416432416,0.403839467,0.015916409,0.000406002,0.000657155,0.123744798,4,-0.216210444,0.902775024,0.418446412,0.815686953,1.744967805,1.00E+05,0,53477,46523,3.642912208,0,0,6.632759492,3.690851217,24.29999711,0.540444666,0.464263831,0.079911515,0.079911515,0.027125412,0.027125412,13.06342519,1849.649104,6.658823334,7.798810042,51.21778457,3.418922668,1.546580595,1.122419099,0,0.660556905,0.946243236
3324,8,1,0,0,5955,2972,0,1064,6,2,0,0,14110,7175,0,2480,2445,1253,0,454,112,61,0,20,2333,1192,0,434,2544,1965,1240,1008,0,0,428,372,0.141027199,0.419953081,0.396869148,0.017302618,0.000410406,0.000689558,0.066815641,5,0.402316409,0.906307982,0.419742207,0.815487954,2.231239046,1.00E+05,0,50962,49038,9.096503037,0,0,6.197379714,9.27246837,12.244067,0.549828718,0.489420586,0.141027199,0.141027199,0.048764581,0.048764581,26.90916715,2690.360385,5.684345616,13.98342239,40.06209631,4.538023677,1.981136103,0.724136673,0,0.654218609,0.949197162
2302,0,0,0,0,670,469,0,87,0,0,0,0,5395,3703,0,606,317,212,0,25,12,10,0,1,305,202,0,24,279,249,213,161,0,0,37,23,0.05320353,0.133211839,0.401113087,0.015530785,0.000265154,0.000413222,0.074495961,5,-0.60017553,0.895631626,0.419668369,0.812165577,2.848321528,1.00E+05,0,69664,30336,5.130795866,0,0,6.096403585,7.81509863,10.85655068,0.710477594,0.302219118,0.05320353,0.05320353,0.020059998,0.020059998,22.823894,3317.186368,4.474285128,10.54252171,59.20432395,3.351576555,1.736796605,0.802286366,0,0.622957386,0.944758241
5434,2,0,0,1,1396,732,0,247,0,0,0,0,7892,4165,0,1420,592,285,0,104,18,7,0,2,574,278,0,102,596,478,296,232,0,0,97,85,0.078129243,0.174365951,0.40698628,0.011716477,0.000355371,0.00129131,0.11626166,6,-1.731071187,0.897832707,0.418484954,0.81652929,3.208439746,1.00E+05,0,53392,46608,3.472273778,0,0,4.352001199,6.076939927,13.33283086,0.515702053,0.465659993,0.078129243,0.078129243,0.029674729,0.029674729,26.41528814,3773.388306,9.657184191,13.42811271,38.97543776,4.590063017,1.099705037,0.823524459,0,0.620184094,0.951990688
2391,3,0,0,0,791,426,0,159,0,0,0,0,4889,2508,0,796,342,179,0,69,11,5,0,0,331,174,0,69,347,275,174,145,0,0,75,49,0.047737904,0.169009938,0.400059089,0.012014943,0.000466591,0.000697573,0.051162767,7,-1.199876638,0.900238558,0.417279535,0.817880013,5.723485582,1.00E+05,0,53517,46483,3.806164239,0,0,6.259076104,6.106945834,14.76834066,0.362178289,0.465986867,0.047737904,0.047737904,0.018071492,0.018071492,15.25278659,2271.719012,6.991413296,9.39457686,38.378601,2.851510954,1.257636343,0.813079819,0,0.621443537,0.953510028
2501,0,0,0,0,1047,690,0,143,0,0,0,0,5013,3163,0,678,431,284,0,59,21,13,0,1,410,271,0,58,436,369,282,240,0,0,67,50,0.050226634,0.214161086,0.393737272,0.019295965,0.000408986,0.001304994,0.064077716,9,1.622751902,0.908250862,0.418657101,0.812226172,2.522319462,1.00E+05,0,62453,37547,2.416418693,0,0,4.318006122,6.526855542,11.9875165,0.393574838,0.375263413,0.050226634,0.050226634,0.018959069,0.018959069,21.86341705,2134.641124,7.463920101,6.611899476,61.62735261,3.251553135,1.147224654,0.570993107,0,0.62252957,0.950946092
3590,0,2,0,0,1267,706,0,151,1,0,0,0,5242,2888,0,588,517,269,0,69,20,15,0,1,497,254,0,68,549,418,289,219,0,0,59,55,0.052434943,0.243858691,0.392986305,0.014120576,0.000563943,0.000346342,0.080479773,7,0.069433702,0.893008031,0.419440684,0.818193739,2.605178441,1.00E+05,0,54497,45503,5.607805041,0,0,6.171508337,6.6988124,15.60514768,0.495473132,0.457465562,0.052434943,0.052434943,0.013812975,0.013812975,23.00966356,2825.238036,11.36138047,11.39784751,41.83808272,2.836733789,1.373835612,0.875042984,0,0.736569287,0.949459567
4068,0,1,0,1,2354,1177,0,346,1,1,0,0,7217,3491,0,1044,945,504,0,161,29,22,0,5,916,482,0,156,1019,768,495,408,0,0,144,129,0.071751474,0.332791204,0.403307042,0.01497567,0.000356955,0.000359146,0.079642063,4,-0.21667958,0.898799364,0.41984383,0.808035764,1.708731807,1.00E+05,0,48296,51704,2.420221751,0,0,4.459069007,9.314435151,10.17057315,0.372631711,0.518290852,0.071751474,0.071751474,0.02023573,0.02023573,13.55069554,2071.226425,5.754591358,8.538138345,38.19896314,4.311687923,1.711895582,0.683813046,0,0.717974721,0.948817652
9072,1,0,0,0,1812,1116,0,172,1,0,0,0,7487,4356,0,753,744,451,0,69,13,8,0,1,731,443,0,68,726,601,460,359,0,0,66,61,0.073538843,0.2484003,0.40644993,0.010196697,0.000461224,0.000926538,0.222345693,5,1.088369743,0.893169065,0.417817473,0.817541757,5.462659271,1.00E+05,0,58570,41430,10.29888919,0,0,4.935914575,4.998477094,17.87821428,0.632858969,0.415395727,0.073538843,0.073538843,0.01836941,0.01836941,21.86981602,4433.537147,6.734432303,8.905137093,33.81740469,3.814591891,1.395965762,0.718622921,0,0.750208063,0.953843669
1759,6,2,0,0,3077,2096,0,321,1,0,0,0,9449,6410,0,972,1278,893,0,131,29,30,0,2,1249,863,0,129,1276,1045,905,732,0,0,132,103,0.095291279,0.32869974,0.404863769,0.011232684,0.000256747,0.000791441,0.054104953,10,-0.77467795,0.902694931,0.41915523,0.81928493,3.024656497,1.00E+05,0,66689,33311,4.866398453,0,0,9.827109572,5.466412321,18.91693097,0.609215512,0.332980653,0.095291279,0.095291279,0.028916662,0.028916662,12.12119742,2769.83284,4.781777971,7.446531059,45.09401602,3.260642281,1.34691688,0.645157254,0,0.696544509,0.945352227
3134,2,1,0,0,1467,748,0,246,0,0,0,0,5024,2443,0,866,590,325,0,108,25,13,0,4,565,312,0,104,602,484,309,265,0,0,98,87,0.051646151,0.286895031,0.398656549,0.012517604,0.000623636,0.001182736,0.061114577,5,-1.016666366,0.907516863,0.418428564,0.814870519,3.793653693,1.00E+05,0,46720,53280,5.637792291,0,0,9.869907053,3.753708,13.69634789,0.908847648,0.532588782,0.051646151,0.051646151,0.015176169,0.015176169,19.29991724,2395.081166,6.836858659,5.5115788,29.77462753,2.896455134,1.725584863,0.706440134,0,0.706151018,0.944097396
2034,2,0,0,0,2805,1527,0,371,1,1,0,0,10181,5741,0,1432,1154,629,0,147,38,13,0,4,1116,616,0,143,1177,929,642,504,0,0,166,118,0.102917887,0.266061201,0.398126661,0.010383019,0.000313786,0.000505549,0.044414919,5,1.860045167,0.900001897,0.419657684,0.815151084,1.418214472,1.00E+05,0,54937,45063,4.235418138,0,0,7.586452897,6.554418032,12.06668315,0.61734397,0.450440758,0.102917887,0.102917887,0.033005177,0.033005177,24.49329405,2910.463357,5.280222714,9.997756864,81.0254996,2.602581008,1.293550139,0.790586787,0,0.679305725,0.950817751
9426,2,3,0,0,2124,818,0,389,0,0,0,0,5173,2024,0,966,866,325,0,171,25,9,0,3,841,316,0,168,913,725,349,266,0,0,172,138,0.050850354,0.407130955,0.395470928,0.009927155,0.000287812,0.000954862,0.157292025,6,-0.827150871,0.905507866,0.420348339,0.821079917,2.00569334,1.00E+05,0,39951,60049,4.18711478,0,0,8.561574347,6.176861162,16.53377049,0.67388992,0.600631232,0.050850354,0.050850354,0.016412631,0.016412631,17.29060221,3352.796329,6.632428063,10.09128804,44.94961368,4.244456305,1.39255857,0.834391041,0,0.67723665,0.946104
7352,1,3,0,0,2001,1320,0,155,1,0,0,0,6951,4421,0,594,866,542,0,61,26,11,0,3,840,531,0,58,825,698,522,459,0,0,68,47,0.068668229,0.292320169,0.407511641,0.011790803,0.000521948,0.001224432,0.21024962,10,0.047737263,0.90285732,0.418170488,0.817896742,3.744664087,1.00E+05,0,65410,34590,7.395360408,0,0,8.544949299,8.913514251,14.68383497,0.544803375,0.346487605,0.068668229,0.068668229,0.016873976,0.016873976,20.78845086,2900.646951,6.472747888,10.52515087,45.69656426,3.584532899,1.397183055,1.006367046,0,0.754268073,0.941203466
